,date,tweet,likeCount,Bank,User,Subjectivity,Polarity,Analysis,cleaned_words
1450,2023-05-26 21:44:11+00:00,make person adjust do even if na k for hereubachidiebere favour obichukwu,0,UBA,FebzAgn,0.0,0.0,Neutral,person adjust even k hereubachidiebere favour obichukwu
1451,2023-05-26 21:41:01+00:00,i never see k this year i nor go lie for you boss i really need this moni boss ogunli odeworitse uba bank,0,UBA,sinzuwire,0.2,0.2,Positive,never k year lie boss really need moni boss ogunli odeworitse uba bank
1452,2023-05-26 21:40:32+00:00,the brain machine for updated nigeria just days to go sir we pray for a wonderful start,1,UBA,Mustaphauba16,1.0,1.0,Positive,brain machine updated nigeria days sir pray wonderful start
1453,2023-05-26 21:39:46+00:00,bossman pls help me run just k god bless you  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,bossman pls help run k god bless okere uchenna kelechi uba bank
1454,2023-05-26 21:39:37+00:00,uba joseph stephen o,0,UBA,Josephstephen01,0.0,0.0,Neutral,uba joseph stephen
1455,2023-05-26 21:37:47+00:00,remain days for clock  to start and we pray for a better nigeria with your team  for advanced nigeria,1,UBA,Mustaphauba16,0.55,0.45,Positive,remain days clock start pray better nigeria team advanced nigeria
1456,2023-05-26 21:36:42+00:00,my money don hang monday is public holiday so those fuckers wont pick my calluba just ruined my moodmahn wtf,0,UBA,bosswoye,0.5333333333333333,-0.25,Negative,money hang monday public holiday fuckers wont pick calluba ruined moodmahn wtf
1457,2023-05-26 21:36:30+00:00,i have nothing to say to the governor of anambra state but if his mandate was stolen by mr ubahe would not be seating there spewing that,0,UBA,Albazzini,0.0,0.0,Neutral,nothing say governor anambra state mandate stolen mr ubahe would seating spewing
1458,2023-05-26 21:35:02+00:00,go and hug transformer  your papa dude,2,UBA,bousficker,0.0,0.0,Neutral,hug transformer papa dude
1460,2023-05-26 21:29:52+00:00,uba please dont do this to me,0,UBA,bosswoye,0.0,0.0,Neutral,uba please
1463,2023-05-26 21:20:56+00:00,boss i know say e no easymake i see k for ur handi never eatthanks boss  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,boss say e easymake k ur handi never eatthanks boss okere uchenna kelechi uba bank
1464,2023-05-26 21:20:29+00:00,congrats you promise giveaway back then been your followers since nothing sup but its your decision just hope you can bless me with anything uba it will helps a lot,0,UBA,Mhajor11,0.0,0.0,Neutral,congrats promise giveaway back followers since nothing sup decision hope bless anything uba helps lot
1465,2023-05-26 21:18:19+00:00,uba drop with faith,0,UBA,Mhajor11,0.0,0.0,Neutral,uba drop faith
1466,2023-05-26 21:17:37+00:00,ma help a brother with k for food pls  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,help brother k food pls okere uchenna kelechi uba bank
1467,2023-05-26 21:16:42+00:00,boss even if na k i go appreciatei just join am  okere uchenna kelechi uba bank,1,UBA,Uchennaokere5,0.0,0.0,Neutral,boss even k appreciatei join okere uchenna kelechi uba bank
1468,2023-05-26 21:15:43+00:00,guys we won the uba innovate africa competitionhonestly this competition for me is a testament to god grace and the power of a supportive communityyou people showed up for me big time and im grateful,708,UBA,iwo_fejiro,0.55,0.25,Positive,guys uba innovate africa competitionhonestly competition testament god grace power supportive communityyou people showed big time grateful
1469,2023-05-26 21:15:42+00:00,aunty go for scan,0,UBA,RachaelJennie3,0.0,0.0,Neutral,aunty scan
1470,2023-05-26 21:14:24+00:00,hi jess i have not seen your videos on your youtube in a while,0,UBA,UbaJoshua2,0.0,0.0,Neutral,hi jess seen videos youtube
1471,2023-05-26 21:02:12+00:00,uba bank favour joined already boss,0,UBA,FavourOkwoli2,0.0,0.0,Neutral,uba bank favour joined already boss
1476,2023-05-26 20:44:03+00:00,youre yet to get back to me i need my money and i cant get it if you refunded to a wrong account you should refund opay and not uba what going on,0,UBA,T_BullTrader,0.45,-0.25,Negative,youre yet get back need money get refunded wrong account refund opay uba going
1477,2023-05-26 20:42:15+00:00,my details  uba,0,UBA,hamedakinyo15,0.0,0.0,Neutral,details uba
1479,2023-05-26 20:41:00+00:00,elizabeth  making situations worse,0,UBA,Jessecarh,0.6,-0.4,Negative,elizabeth making situations worse
1482,2023-05-26 20:36:57+00:00,abeg remember me too today i dy always retweet and like yr post let me win from yr giveaway abeg uba ojo solomon oluwafunmi,0,UBA,xbet30,0.4,0.8,Positive,abeg remember today dy always retweet like yr post let win yr giveaway abeg uba ojo solomon oluwafunmi
1484,2023-05-26 20:33:56+00:00,mikail taoheed o uba  you can still do it because it you,0,UBA,MikailOpeyemi,0.0,0.0,Neutral,mikail taoheed uba still
1491,2023-05-26 20:24:02+00:00,it will be  boss please locate me tonight  ajayi esther uba,0,UBA,queenhestherie,0.0,0.0,Neutral,boss please locate tonight ajayi esther uba
1493,2023-05-26 20:21:34+00:00,it not in anyway small for me pleaseubaozoemena maximus,0,UBA,MaximusOzo,0.4,-0.25,Negative,anyway small pleaseubaozoemena maximus
1495,2023-05-26 20:18:20+00:00,uba bank asogwa celestine ifeanyichukwu thank you sir,0,UBA,CelestineAsogwa,0.0,0.0,Neutral,uba bank asogwa celestine ifeanyichukwu thank sir
1497,2023-05-26 20:17:38+00:00,hardcopy or pay ngn via bank transferspegdel resourcesubaonce payment is made send evidence to info for confirmation,0,UBA,ILacknwi,0.0,0.0,Neutral,hardcopy pay ngn via bank transferspegdel resourcesubaonce payment made send evidence info confirmation
1499,2023-05-26 20:16:28+00:00,boss if u pick u don do better thing for my lifeubachidiebere favour obichukwu,0,UBA,FebzAgn,0.5,0.5,Positive,boss pick better thing lifeubachidiebere favour obichukwu
1500,2023-05-26 20:16:06+00:00,here boss i hope i got choose  uba benedict egwuche,0,UBA,EgwucheBenedict,0.0,0.0,Neutral,boss hope got choose uba benedict egwuche
1504,2023-05-26 20:09:40+00:00,boss i done drop requesthelp a brother  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,boss done drop requesthelp brother okere uchenna kelechi uba bank
1508,2023-05-26 20:06:20+00:00,my details is  uba,0,UBA,hamedakinyo15,0.0,0.0,Neutral,details uba
1509,2023-05-26 20:06:12+00:00,uba head no correct o,2,UBA,IghoBoss234,0.0,0.0,Neutral,uba head correct
1511,2023-05-26 20:04:35+00:00,done boss i pray u notice me this time okere uchenna kelechi uba bank,1,UBA,Uchennaokere5,0.0,0.0,Neutral,done boss pray notice time okere uchenna kelechi uba bank
1513,2023-05-26 20:02:00+00:00,why uba de wish me happy birthday nau today no be my birthday,0,UBA,FineEdoBoy,1.0,0.8,Positive,uba de wish happy birthday nau today birthday
1515,2023-05-26 19:59:41+00:00,champion no get me ooooouba,0,UBA,virginsclub,0.0,0.0,Neutral,champion get ooooouba
1516,2023-05-26 19:59:39+00:00,uba tingong bartholomew thanks bro,0,UBA,Goska02,0.2,0.2,Positive,uba tingong bartholomew thanks bro
1517,2023-05-26 19:59:15+00:00,count me in uba,0,UBA,xbet30,0.0,0.0,Neutral,count uba
1519,2023-05-26 19:57:50+00:00,buhari leaving nigeria much better than he met it  ganduje  this man is suffering from kolomentalises  he needs mental check up,0,UBA,FaisalUbaYusuf3,0.35,0.2,Positive,buhari leaving nigeria much better met ganduje man suffering kolomentalises needs mental check
1520,2023-05-26 19:55:50+00:00,uba close my account without my consent and you said i am not broke,0,UBA,iamwizdanni,0.0,0.0,Neutral,uba close account without consent said broke
1523,2023-05-26 19:53:12+00:00,pls pick mine randomly siruba,0,UBA,KuroAgbozu,0.5,-0.5,Negative,pls pick mine randomly siruba
1524,2023-05-26 19:52:21+00:00,jumoke damilola oyedele uba thanks so much,0,UBA,herjokeh18,0.2,0.2,Positive,jumoke damilola oyedele uba thanks much
1526,2023-05-26 19:50:38+00:00,njoku ifeanyi uba  baba abeg bless ur follower here,0,UBA,cletus_fex,0.0,0.0,Neutral,njoku ifeanyi uba baba abeg bless ur follower
1527,2023-05-26 19:50:16+00:00,remember me too god bless great manuba michael isreal,0,UBA,ISREAL70,0.75,0.8,Positive,remember god bless great manuba michael isreal
1530,2023-05-26 19:44:50+00:00,great your excellency president uba sani gcfr i wish you well as you govern kaduna state peacefullymeanwhile remember were all praying for you to succeed i project you will become the best governor at the end of your term,2,UBA,AmonP4,0.525,0.9,Positive,great excellency president uba sani gcfr wish well govern kaduna state peacefullymeanwhile remember praying succeed project become best governor end term
1533,2023-05-26 19:35:39+00:00,egbon wey legit abeg show love i dey paste aza like thisubathanks,0,UBA,vital_potential,0.6,0.5,Positive,egbon wey legit abeg show love dey paste aza like thisubathanks
1534,2023-05-26 19:35:29+00:00,dinner will be appreciated for my baby boy udeh helen  uba thanks in advance,0,UBA,AkrasiHelen,0.15000000000000002,0.2,Positive,dinner appreciated baby boy udeh helen uba thanks advance
1538,2023-05-26 19:30:25+00:00,congratulations more win k will help me and my mother this holiday  uba obi patricia chinwe,0,UBA,Chindudiy,0.45,0.65,Positive,congratulations win k help mother holiday uba obi patricia chinwe
1542,2023-05-26 19:27:17+00:00,my debts bossthe matter is so serious that police are about to be involved bossuba bankbitrus atari john,0,UBA,bitxson,0.6666666666666666,-0.3333333333333333,Negative,debts bossthe matter serious police involved bossuba bankbitrus atari john
1544,2023-05-26 19:26:20+00:00,this is what our supreme court has caused,0,UBA,EzaJude,0.0,0.0,Neutral,supreme court caused
1547,2023-05-26 19:23:38+00:00,ubatole samsonno forget me,0,UBA,realST_1,0.0,0.0,Neutral,ubatole samsonno forget
1550,2023-05-26 19:21:04+00:00,today i attended the special jumaat prayer at the sultan bello mosque as part of the activities to mark the  kaduna state inaugurationswearingin ceremony,479,UBA,ubasanius,0.5714285714285714,0.35714285714285715,Positive,today attended special jumaat prayer sultan bello mosque part activities mark kaduna state inaugurationswearingin ceremony
1553,2023-05-26 19:19:54+00:00,i we add the money for my school  paripesa bet  acc no kabari nkeeeuba,0,UBA,KabariNke,0.0,0.0,Neutral,add money school paripesa bet acc kabari nkeeeuba
1555,2023-05-26 19:13:38+00:00,very unfortunate the supreme court has absolutely lost her respect she plunged us into disaster since  and is about to repeat same in  nigerians are watching and taking note of all the judges involved in this scenario,0,UBA,EzaJude,0.6749999999999999,-0.15,Negative,unfortunate supreme court absolutely lost respect plunged us disaster since repeat nigerians watching taking note judges involved scenario
1557,2023-05-26 19:11:16+00:00,wow nice to meet you too,4,UBA,Gwagonowner,1.0,0.35,Positive,wow nice meet
1558,2023-05-26 19:10:38+00:00,wow congrats   uba dominic paul,0,UBA,PaulDom28453917,1.0,0.1,Positive,wow congrats uba dominic paul
1562,2023-05-26 19:02:06+00:00,me blessing to usuba,1,UBA,Lifted_Child,0.0,0.0,Neutral,blessing usuba
1565,2023-05-26 18:53:48+00:00,you are the only one in need of saving,1,UBA,EbubeMaduabuchi,1.0,0.0,Neutral,need saving
1568,2023-05-26 18:49:40+00:00,ghana the united bank for africa uba plc says innovation is important in enhancing the growth and development of the african continent hence leaders on the continent needed to be intentional in bringing positive change to people through innovative means,2,UBA,AfUnionNews,0.6363636363636364,0.28181818181818186,Positive,ghana united bank africa uba plc says innovation important enhancing growth development african continent hence leaders continent needed intentional bringing positive change people innovative means
1570,2023-05-26 18:21:17+00:00,to get something to eat tonight and recharge my phone   uba,0,UBA,jamesd4thh,0.0,0.0,Neutral,get something eat tonight recharge phone uba
1571,2023-05-26 18:17:07+00:00,uba thanks you will never lack ijn  amen,1,UBA,Koladejuwan,0.2,0.2,Positive,uba thanks never lack ijn amen
1572,2023-05-26 18:12:27+00:00,today governor elect joined his excellency governor nasir ahmad elrufai and a host of very important dignitaries who were invited to kaduna state to commission some of the key projects executed under the kaduna urban renewal programme of the malam nasir elrufai administration,12,UBA,AlaminI401,0.725,0.33,Positive,today governor elect joined excellency governor nasir ahmad elrufai host important dignitaries invited kaduna state commission key projects executed kaduna urban renewal programme malam nasir elrufai administration
1573,2023-05-26 18:11:25+00:00,been ur no followeri just wish ill b choosenubachukwu ekene benedict,0,UBA,lurd_benz,1.0,-0.5,Negative,ur followeri wish ill b choosenubachukwu ekene benedict
1575,2023-05-26 18:07:56+00:00,kingsley asuquo ubathanks,0,UBA,KOB_Head2Toe,0.0,0.0,Neutral,kingsley asuquo ubathanks
1576,2023-05-26 18:06:40+00:00,uba just saved a soul now,1,UBA,Bod_jnr01,0.0,0.0,Neutral,uba saved soul
1578,2023-05-26 17:59:18+00:00,una worse,0,UBA,ThemfonGodwin,0.6,-0.4,Negative,una worse
1580,2023-05-26 17:57:14+00:00,ubagod bless dr,0,UBA,saifullahikab10,0.0,0.0,Neutral,ubagod bless dr
1586,2023-05-26 17:47:54+00:00,gbamna my extended family members,7,UBA,Gwagonowner,0.0,0.0,Neutral,gbamna extended family members
1590,2023-05-26 17:31:02+00:00,danlawal in special prayers for the success of mal uba sani amp our leaders at all level for a greater kaduna state amp nigeria as a whole may allah in his infinite mercy make the incoming administration a historic success ameen ya rabbi muhammad rili,2,UBA,Mal_Rili,0.24523809523809526,0.27619047619047615,Positive,danlawal special prayers success mal uba sani leaders level greater kaduna state nigeria whole may allah infinite mercy incoming administration historic success ameen ya rabbi muhammad rili
1592,2023-05-26 17:27:29+00:00,today i joined his excellency governor nasir ahmad elrufai and a host of very important dignitaries who were invited to kaduna state to commission some of the key projects executed under the kaduna urban renewal programme of the malam nasir elrufai administration,1070,UBA,ubasanius,0.6666666666666666,0.17333333333333334,Positive,today joined excellency governor nasir ahmad elrufai host important dignitaries invited kaduna state commission key projects executed kaduna urban renewal programme malam nasir elrufai administration
